GEOID_TRACT_20,GEOID_TRACT_10
13089021821,13089021809
13089021822,13089021809
13089021823,13089021806
13089021823,13089021912
13089021823,13135050431
13089021824,13089021805
13089021824,13089021806
13089021906,13089021906
13089021908,13089021908
13089021910,13089021910
13089021911,13089021911
13089021912,13089021912
13089021912,13089021913
13089021912,13135050426
13089021913,13089021911
13089021913,13089021913
13089021914,13089021907
13089021915,13089021907
13089021916,13089021909
13089021917,13089021909
13089022001,13089022001
13089022005,13089022005
13089022007,13089022001
13089022007,13089022007
13089022010,13089022008
13089022010,13089022010
13089022011,13089022008
13089022012,13089022008
13089022013,13089021805
13089022013,13089022009
13089022014,13089022009
13089022015,13089022004
13089022016,13089022004
13089022100,13089022100
13089022203,13089022203
13089022203,13089022600
13089022205,13089022204
13089022206,13089022204
13089022302,13089022302
13089022303,13089022301
13089022303,13089022600
13089022304,13089022301
13089022304,13089022302
13089022304,13089022600
13089022401,13089022401
13089022401,13121000100
13089022403,13089020200
13089022403,13089022403
13089022403,13089022500
13089022404,13089022402
13089022405,13089022402
13089022501,13089022403
13089022501,13089022500
13089022502,13089022403
13089022502,13089022500
13089022601,13089022301
13089022601,13089022600
13089022602,13089022600
13089022700,13089020801
13089022700,13089022700
13089022800,13089022800
13089022800,13089022900
13089022900,13089020802
13089022900,13089022800
13089022900,13089022900
13089023000,13089023000
13089023101,13089023101
13089023102,13089023102
13089023107,13089023107
13089023108,13089023108
13089023111,13089023111
13089023112,13089023112
13089023113,13089023113
13089023113,13089023115
13089023114,13089023114
13089023115,13089023115
13089023209,13089023209
13089023209,13089023210
13089023211,13089023211
13089023212,13089023212
13089023213,13089023213
13089023213,13089023414
13089023214,13089023214
13089023215,13089023206
13089023216,13089023206
13089023217,13089023210
13089023218,13089023210
13089023219,13089023204
13089023220,13089023204
13089023221,13089023208
13089023222,13089023208
13089023311,13089023311
13089023313,13089023313
13089023315,13089023315
13089023317,13089023303
13089023318,13089023303
13089023319,13089023310
13089023320,13089023310
13089023321,13089023310
13089023322,13089023312
13089023323,13089023312
13089023324,13089023312
13089023325,13089023316
13089023326,13089023316
13089023327,13089023309
13089023328,13089023309
13089023329,13089023306
13089023330,13089023306
13089023331,13089023314
13089023332,13089023314
13089023410,13089023410
13089023411,13089023411
13089023413,13089023413
13089023422,13089023422
13089023424,13089023423
13089023424,13089023424
13089023425,13089023419
13089023425,13089023421
13089023425,13089023425
13089023425,13089023426
13089023426,13089023419
13089023426,13089023426
13089023427,13089023427
13089023429,13089023428
13089023430,13089023428
13089023431,13089023428
13089023432,13089023418
13089023433,13089023418
13089023434,13089023418
13089023435,13089023418
13089023436,13089023419
13089023436,13089023425
13089023437,13089023419
13089023438,13089023421
13089023438,13089023425
13089023439,13089023421
13089023440,13089023418
13089023441,13089023416
13089023442,13089023414
13089023442,13089023416
13089023443,13089023423
13089023444,13089023423
13089023445,13089023412
13089023446,13089023412
13089023447,13089023414
13089023448,13089023414
13089023501,13089023501
13089023504,13089023504
13089023505,13089023505
13089023506,13089023506
13089023507,13089023507
13089023601,13089020802
13089023601,13089023601
13089023602,13089023602
13089023603,13089023603
13089023701,13089020802
13089023701,13089020900
13089023701,13089023700
13089023702,13089020900
13089023702,13089023700
13089023801,13089023801
13089023802,13089023802
13089023803,13089023803
13089980000,13089980000
13091960100,13091960100
13091960200,13091960200
13091960200,13091960300
13091960301,13091960300
13091960301,13091960400
13091960302,13091960300
13091960400,13091960400
13091960500,13091960400
13091960500,13091960500
13091960600,13091960600
13093970100,13093970100
13093970200,13093970200
13093970300,13093970300
13095000101,13095000100
13095000102,13095000100
13095000102,13095011600
13095000200,13095000200
13095000400,13095000400
13095000501,13095000501
13095000502,13095000502
13095000600,13095000600
13095000700,13095000700
13095000800,13095000800
13095000800,13095011400
13095000900,13095000900
13095001000,13095001000
13095001100,13095001100
13095001100,13095001403
13095001100,13095001500
13095001100,13095011400
13095001403,13095001403
13095001403,13095010700
13095001500,13095001403
13095001500,13095001500
13095010302,13095010302
13095010401,13095010401
13095010402,13095010402
13095010403,13095010403
13095010500,13095010500
13095010500,13095010602
13095010601,13095010601
13095010601,13095010700
13095010602,13095010601
13095010602,13095010602
13095010602,13095010700
13095010701,13095010700
13095010702,13095000200
13095010702,13095001403
13095010702,13095010700
13095010702,13095011600
13095010900,13095010900
13095011000,13095010900
13095011000,13095011000
13095011200,13095000100
13095011200,13095011200
13095011300,13095011300
13095011400,13095000800
13095011400,13095011400
13095011600,13095011600
13097080104,13097080102
13097080105,13097080102
13097080106,13067031309
13097080106,13097080103
13097080107,13097080103
13097080201,13097080201
13097080203,13097080202
13097080204,13097080202
13097080303,13097080303
13097080304,13097080304
13097080305,13097080301
13097080306,13097080301
13097080307,13097080301
13097080403,13097080403
13097080405,13097080402
13097080406,13097080402
13097080407,13097080404
13097080408,13097080404
13097080505,13097080505
13097080506,13097080506
13097080507,13097080507
13097080508,13097080508
13097080509,13097080509
13097080512,13097080510
13097080513,13097080509
13097080513,13097080510
13097080514,13097080511
13097080515,13097080511
13097080602,13097080602
13097080605,13097080604
13097080606,13097080604
13097080607,13097080603
13097080608,13097080603
13099090100,13099090100
13099090200,13099090200
13099090300,13099090300
13099090300,13099090500
13099090400,13099090300
13099090400,13099090400
13099090500,13099090500
13101880100,13101880100
13101880200,13101880100
13101880200,13101880200
13103030100,13103030100
13103030204,13103030202
13103030204,13103030204
13103030205,13103030202
13103030205,13103030203
13103030206,13103030202
13103030207,13103030203
13103030208,13103030203
13103030209,13103030203
13103030301,13103030301
13103030303,13103030303
13103030306,13103030303
13103030306,13103030304
13103030306,13103030305
13103030307,13103030303
13103030307,13103030304
13103030308,13103030305
13103030309,13103030304
13103030309,13103030305
13103030401,13103030401
13103030403,13103030402
13103030404,13103030402
13105000100,13105000100
13105000200,13105000200
13105000300,13105000300
13105000400,13105000400
13105000501,13105000500
13105000502,13105000200
13105000502,13105000500
13107970101,13107970100
13107970102,13107970100
13107970200,13107970200
13107970300,13107970300
13107970401,13107970400
13107970402,13107970400
13107970500,13107970500
13107970601,13107970600
13107970602,13107970100
13107970602,13107970600
13109970100,13109970100
13109970200,13109970200
13109970300,13109970300
13111050100,13111050100
13111050200,13111050200
13111050300,13111050300
13111050400,13111050400
13111050400,13123080100
13111050400,13123080200
13111050500,13111050500
13113140102,13113140102
13113140103,13113140101
13113140104,13113140101
13113140203,13113140203
13113140204,13113140203
13113140204,13113140204
13113140206,13113140206
13113140207,13113140207
13113140209,13113140208
13113140210,13113140208
13113140303,13113140303
13113140304,13113140304
13113140305,13113140305
13113140307,13113140307
13113140308,13113140306
13113140309,13113140306
13113140403,13113140403
13113140404,13113140404
13113140405,13113140405
13113140406,13113140406
13113140408,13113140408
13113140409,13113140407
13113140410,13113140406
13113140410,13113140407
13113140501,13113140501
13113140502,13113140502
13115000100,13115000100
13115000202,13115000202
13115000203,13115000201
13115000204,13115000201
13115000300,13115000201
13115000300,13115000300
13115000401,13115000400
13115000401,13115001300
13115000402,13115000400
13115000403,13115000400
13115000500,13115000500
13115000600,13115000600
13115000700,13115000700
13115000800,13115000800
13115000900,13115000900
13115001100,13115001100
13115001100,13115002100
13115001200,13115001200
13115001200,13115001400
13115001200,13115002100
13115001301,13115001300
13115001302,13115001300
13115001400,13115001400
13115001600,13115001600
13115001703,13115001701
13115001704,13115001701
13115001705,13115001702
13115001706,13115001702
13115001800,13115001800
13115001800,13115002100
13115002000,13115002000
13115002100,13115002100
13117130101,13117130101
13117130102,13117130102
13117130103,13117130103
13117130104,13117130103
13117130104,13117130104
13117130105,13117130105
13117130201,13117130201
13117130201,13117130303
13117130202,13117130202
13117130203,13117130203
13117130204,13117130204
13117130204,13117130205
13117130205,13117130205
13117130301,13117130301
13117130302,13117130302
13117130302,13117130305
13117130303,13117130303
13117130304,13117130304
13117130304,13121011504
13117130305,13117130305
13117130306,13117130306
13117130307,13117130307
13117130406,13117130406
13117130409,13117130409
13117130410,13117130404
13117130410,13117130410
13117130411,13117130403
13117130412,13117130403
13117130413,13117130405
13117130413,13117130408
13117130414,13117130404
13117130414,13117130405
13117130414,13117130408
13117130415,13117130405
13117130415,13117130408
13117130503,13117130503
13117130504,13117130504
13117130505,13117130505
13117130506,13117130506
13117130507,13117130507
13117130508,13117130508
13117130509,13117130509
13117130511,13117130510
13117130512,13117130509
13117130512,13117130510
13117130601,13117130601
13117130602,13117130602
13117130603,13117130603
13117130603,13117130613
13117130604,13117130604
13117130605,13117130605
13117130606,13117130606
13117130606,13117130608
13117130607,13117130607
13117130608,13117130608
13117130609,13117130609
13117130609,13117130610
13117130610,13117130610
13117130611,13117130611
13117130613,13117130613
13117130614,13117130612
13117130615,13117130612
13119890101,13119890101
13119890103,13119890101
13119890103,13119890102
13119890104,13119890101
13119890104,13119890102
13119890201,13011970100
13119890201,13119890200
13119890202,13119890200
13119890300,13119890300
13119890401,13119890400
13119890402,13119890400
13121000100,13121000100
13121000201,13121000200
13121000202,13121000200
13121000400,13121000400
13121000501,13121000400
13121000501,13121000500
13121000502,13121000500
13121000601,13121000600
13121000601,13121001002
13121000602,13121000600
13121000700,13121000700
13121000700,13121008800
13121001001,13121001001
13121001002,13121000600
13121001002,13121001002
13121001101,13121001100
13121001102,13121001100
13121001102,13121001202
13121001203,13121001201
13121001204,13121001201
13121001205,13121001202
13121001206,13121001202
13121001301,13121001300
13121001302,13121001300
13121001400,13121001400
13121001501,13121001500
13121001502,13121001500
13121001600,13121001600
13121001701,13121001700
13121001702,13121001700
13121001801,13121001800
13121001802,13121001800
13121001901,13121001900
13121001902,13121001900
13121002100,13121002100
13121002300,13121000700
13121002300,13121002300
13121002400,13121002400
13121002500,13121002500
13121002600,13121002600
13121002600,13121003500
13121002801,13121002800
13121002802,13121002800
13121002900,13121002900
13121003000,13121003000
13121003000,13121003100
13121003000,13121003200
13121003100,13121003100
13121003200,13121003100
13121003200,13121003200
13121003500,13121002100
13121003500,13121003500
13121003500,13121004400
13121003500,13121011900
13121003600,13121003600
13121003700,13121003700
13121003800,13121003800
13121003900,13121003900
13121004000,13121004000
13121004100,13121004100
13121004200,13121004200
13121004300,13121004200
13121004300,13121004300
13121004400,13121004400
13121004400,13121005700
13121004800,13121004800
13121004900,13121004800
13121004900,13121004900
13121005000,13121005000
13121005000,13121005200
13121005200,13121005200
13121005300,13121005300
13121005501,13121005501
13121005503,13121005502
13121005504,13121005502
13121005700,13121005700
13121005800,13121005800
13121006000,13121004100
13121006000,13121006000
13121006100,13121006100
13121006200,13121004200
13121006200,13121006200
13121006300,13121006300
13121006400,13121006400
13121006500,13121006500
13121006500,13121006601
13121006601,13121006601
13121006602,13121006602
13121006701,13121006700
13121006702,13121006700
13121006702,13121007001
13121006801,13121006801
13121006802,13121006802
13121006900,13121006900
13121007001,13121007001
13121007002,13121007002
13121007100,13121007100
13121007200,13121007200
13121007301,13121007300
13121007302,13121007300
13121007400,13121007400
13121007400,13121007500
13121007500,13121006601
13121007500,13121007500
13121007500,13121011100
13121007500,13121011201
13121007602,13121007602
13121007603,13121006602
13121007603,13121007603
13121007604,13121007604
13121007703,13121007703
13121007705,13121007705
13121007707,13121007704
13121007708,13121007704
13121007709,13121007706
13121007710,13121007706
13121007711,13121007706
13121007805,13121007805
13121007805,13121007806
13121007806,13121007806
13121007807,13121007807
13121007808,13121007808
13121007809,13121007802
13121007810,13121007802
13121007900,13121007900
13121008000,13121008000
13121008103,13121008102
13121008104,13121004000
13121008104,13121008101
13121008104,13121008102
13121008202,13121008201
13121008202,13121008202
13121008203,13121008201
13121008204,13121008201
13121008301,13121008301
13121008302,13121008302
13121008400,13121008400
13121008500,13121008500
13121008500,13121008700
13121008601,13121008601
13121008602,13121008602
13121008602,13121008700
13121008701,13121008602
13121008701,13121008700
13121008702,13121008700
13121008702,13121008800
13121008801,13121008800
13121008802,13121008800
13121008903,13121008903
13121008905,13121000700
13121008905,13121008902
13121008906,13121008904
13121008906,13121009700
13121008907,13121008904
13121008908,13121008902
13121008909,13121008902
13121009001,13121009000
13121009002,13121009000
13121009103,13121009101
13121009104,13121009101
13121009105,13121009102
13121009106,13121009102
13121009201,13121009200
13121009202,13121009200
13121009203,13121000100
13121009203,13121009200
13121009301,13121009300
13121009302,13121009300
13121009302,13121009603
13121009405,13121009402
13121009406,13121009402
13121009407,13121009403
13121009408,13121009403
13121009409,13121009403
13121009410,13089021415
13121009410,13121009404
13121009411,13121009404
13121009501,13121009501
13121009501,13121009502
13121009503,13121009502
13121009504,13121009502
13121009601,13121009601
13121009604,13121009603
13121009605,13121009603
13121009606,13121009602
13121009607,13121009602
13121009700,13121008904
13121009700,13121009700
13121009802,13121009802
13121009802,13121010206
13121009803,13121009801
13121009804,13121009801
13121009900,13121009900
13121010003,13121010001
13121010004,13121010001
13121010005,13121010001
13121010005,13121010002
13121010006,13121010001
13121010006,13121010002
13121010007,13121010002
13121010106,13121010106
13121010107,13121010107
13121010107,13121010108
13121010108,13121010108
13121010115,13121010113
13121010115,13121010114
13121010115,13121010115
13121010117,13121010117
13121010120,13121010120
13121010121,13121010121
13121010124,13121010119
13121010124,13121010120
13121010125,13121010119
13121010126,13121010123
13121010127,13121010123
13121010128,13121010113
13121010129,13121010113
13121010130,13121010122
13121010131,13089021213
13121010131,13121010122
13121010132,13121010110
13121010133,13121010110
13121010134,13121010117
13121010134,13121010118
13121010135,13121010118
13121010136,13121010114
13121010137,13121010114
13121010204,13121010204
13121010211,13121010211
13121010212,13121010212
13121010213,13121010209
13121010213,13121010210
13121010214,13121010208
13121010215,13121010208
13121010215,13121010209
13121010216,13121010210
13121010217,13121010209
13121010217,13121010210
13121010218,13121010208
13121010218,13121010209
13121010219,13121010208
13121010219,13121010209
13121010220,13121010205
13121010221,13121010205
13121010222,13121010206
13121010223,13121010206
13121010305,13121010303
13121010305,13121010304
13121010306,13121010303
13121010306,13121010304
13121010307,13121007706
13121010307,13121010304
13121010308,13121010304
13121010308,13121010513
13121010309,13121010301
13121010310,13121010301
13121010311,13121010301
13121010312,13121010303
13121010313,13121010303
13121010314,13121010301
13121010315,13121010301
13121010315,13121010514
13121010401,13121010400
13121010402,13121010400
13121010508,13121010508
13121010517,13121010516
13121010518,13121010516
13121010519,13121010514
13121010520,13121010514
13121010521,13121010507
13121010522,13121010507
13121010522,13121010511
13121010523,13121010512
13121010524,13121010512
13121010525,13121010512
13121010526,13121010513
13121010527,13121010513
13121010528,13121010513
13121010528,13121010514
13121010529,13121010511
13121010529,13121010512
13121010530,13121010511
13121010531,13121010510
13121010532,13121010510
13121010532,13121010515
13121010533,13121010510
13121010534,13121010510
13121010535,13121010514
13121010536,13121010514
13121010537,13121010515
13121010538,13121010515
13121010539,13121010510
13121010540,13121010510
13121010601,13121010601
13121010603,13121010603
13121010603,13121010604
13121010604,13121010604
13121010801,13121007200
13121010801,13121010800
13121010801,13121011000
13121010801,13121012300
13121010801,13121980000
13121010802,13121007300
13121010802,13121010800
13121011000,13121011000
13121011100,13121011100
13121011202,13121011202
13121011203,13121011201
13121011204,13121011201
13121011301,13121011301
13121011306,13121007706
13121011306,13121011306
13121011307,13121011305
13121011308,13121011303
13121011308,13121011305
13121011309,13121011303
13121011310,13121011303
13121011416,13121011416
13121011417,13121011417
13121011419,13121011419
13121011421,13121011421
13121011422,13121010208
13121011422,13121011422
13121011423,13121011423
13121011424,13121011414
13121011424,13121011424
13121011426,13121011426
13121011428,13121011427
13121011429,13121011427
13121011429,13121011617
13121011430,13121011420
13121011431,13121011420
13121011432,13121011414
13121011433,13121011414
13121011434,13121011412
13121011435,13121010106
13121011435,13121011411
13121011436,13121010106
13121011436,13121010107
13121011436,13121011411
13121011437,13121011405
13121011438,13121010120
13121011438,13121011405
13121011439,13121010107
13121011439,13121010108
13121011439,13121011410
13121011440,13121010107
13121011440,13121011410
13121011441,13121011412
13121011442,13121011412
13121011443,13121011425
13121011444,13121011425
13121011445,13121011418
13121011446,13121011418
13121011505,13121011505
13121011507,13121011504
13121011508,13121011504
13121011509,13121011503
13121011510,13121011503
13121011511,13121011503
13121011512,13121011506
13121011513,13121011506
13121011514,13121011504
13121011515,13121011504
13121011612,13121011612
13121011618,13121011618
13121011624,13121011624
13121011627,13121011623
13121011628,13121011625
13121011629,13121011625
13121011630,13121011626
13121011631,13121011622
13121011631,13121011626
13121011632,13121011623
13121011633,13121011623
13121011634,13121011620
13121011635,13121011622
13121011636,13121011619
13121011637,13121011611
13121011637,13121011617
13121011638,13121011617
13121011639,13121011611
13121011639,13121011616
13121011640,13121011616
13121011641,13121011615
13121011642,13121011614
13121011643,13121011614
13121011644,13121011614
13121011645,13121011614
13121011646,13121011611
13121011647,13121011611
13121011648,13121011622
13121011649,13121011622
13121011650,13121011619
13121011651,13121011619
13121011652,13121011621
13121011653,13121011621
13121011654,13121011610
13121011655,13121011610
13121011655,13121011615
13121011656,13121011620
13121011657,13121011620
13121011658,13121011613
13121011659,13121011613
13121011660,13121011615
13121011661,13121011614
13121011661,13121011615
13121011801,13121011800
13121011802,13121001002
13121011802,13121002100
13121011802,13121011800
13121011901,13121003500
13121011901,13121011900
13121011902,13121003200
13121011902,13121011900
13121012000,13121005700
13121012000,13121012000
13121012300,13121012300
13121980000,13121980000
13123080100,13111050400
13123080100,13123080100
13123080200,13111050300
13123080200,13111050400
13123080200,13123080200
13123080301,13123080300
13123080301,13123080500
13123080302,13123080300
13123080401,13123080400
13123080401,13123080500
13123080402,13123080400
13123080403,13123080300
13123080403,13123080400
13123080500,13123080300
13123080500,13123080400
13123080500,13123080500
13125010100,13125010100
13127000101,13127000101
13127000103,13127000102
13127000104,13127000102
13127000104,13127000200
13127000104,13127000900
13127000201,13127000200
13127000202,13127000200
13127000301,13127000101
13127000301,13127000300
13127000302,13127000300
13127000303,13127000300
13127000403,13127000403
13127000403,13127000900
13127000405,13127000404
13127000406,13127000401
13127000407,13127000404
13127000408,13127000404
13127000409,13127000401
13127000409,13127000404
13127000501,13127000501
13127000501,13127000503
13127000501,13127000700
13127000503,13127000403
13127000503,13127000503
13127000504,13127000504
13127000601,13127000401
13127000601,13127000404
13127000601,13127000600
13127000601,13127000700
13127000602,13127000401
13127000602,13127000600
13127000701,13127000700
13127000702,13127000501
13127000702,13127000700
13127000800,13127000800
13127000900,13127000800
13127000900,13127000900
13127001001,13127000900
13127001001,13127001000
13127001002,13127001000
13127001002,13305970600
13127990000,13127990000
13129970101,13129970100
13129970102,13129970100
13129970201,13129970200
13129970201,13129970300
13129970202,13129970200
13129970301,13129970300
13129970302,13129970300
13129970400,13129970400
13129970500,13129970500
13129970601,13129970600
13129970602,13129970600
13129970700,13015960200
13129970700,13129970700
13129970801,13129970600
13129970801,13129970800
13129970802,13129970800
13129970901,13129970900
13129970902,13129970900
13131950100,13131950100
13131950200,13131950200
13131950300,13131950300
13131950401,13131950400
13131950402,13131950400
13131950501,13131950500
13131950502,13131950500
13131950600,13131950600
13133950100,13133950100
13133950200,13133950100
13133950200,13133950200
13133950301,13133950301
13133950302,13133950302
13133950302,13133950303
13133950304,13133950303
13133950305,13133950303
13133950400,13133950400
13133950500,13133950500
13135050105,13135050105
13135050105,13135050106
13135050110,13135050103
13135050111,13135050103
13135050111,13135050105
13135050111,13135050106
13135050111,13135050109
13135050112,13135050103
13135050112,13135050109
13135050113,13135050106
13135050114,13135050105
13135050114,13135050106
13135050115,13135050105
13135050115,13135050106
13135050116,13135050108
13135050117,13135050108
13135050117,13135050109
13135050118,13135050109
13135050119,13135050109
13135050120,13135050107
13135050121,13135050107
13135050205,13135050205
13135050215,13135050215
13135050218,13135050209
13135050218,13135050218
13135050219,13135050219
13135050219,13135050220
13135050221,13135050209
13135050222,13135050209
13135050223,13135050210
13135050223,13135050214
13135050224,13135050210
13135050225,13135050208
13135050226,13135050208
13135050227,13135050220
13135050228,13135050219
13135050228,13135050220
13135050229,13135050211
13135050230,13135050211
13135050231,13135050216
13135050232,13135050216
13135050233,13135050216
13135050234,13135050214
13135050235,13135050214
13135050236,13135050217
13135050237,13135050217
13135050238,13135050217
13135050239,13135050213
13135050240,13135050213
13135050241,13135050213
13135050242,13135050212
13135050243,13135050212
13135050244,13135050210
13135050244,13135050212
13135050306,13135050306
13135050308,13135050308
13135050311,13135050311
13135050315,13135050315
13135050317,13135050317
13135050318,13135050318
13135050321,13135050321
13135050322,13135050322
13135050323,13135050220
13135050323,13135050309
13135050324,13135050309
13135050325,13135050313
13135050326,13135050313
13135050326,13135050319
13135050327,13135050319
13135050328,13135050319
13135050329,13135050320
13135050330,13135050320
13135050331,13135050304
13135050332,13135050304
13135050333,13135050313
13135050333,13135050314
13135050334,13135050314
13135050335,13135050310
13135050336,13135050310
13135050336,13135050311
13135050415,13135050415
13135050415,13135050430
13135050415,13135050723
13135050416,13135050416
13135050416,13135050709
13135050425,13135050425
13135050427,13135050427
13135050427,13135050428
13135050427,13135050712
13135050430,13089021912
13135050430,13135050415
13135050430,13135050429
13135050430,13135050430
13135050433,13089021809
13135050433,13089021814
13135050433,13135050431
13135050433,13135050433
13135050435,13135050435
13135050437,13135050421
13135050438,13135050421
13135050439,13135050423
13135050439,13135050424
13135050440,13135050423
13135050440,13135050424
13135050441,13135050435
13135050441,13135050436
13135050442,13135050435
13135050442,13135050436
13135050443,13135050432
13135050444,13135050432
13135050445,13135050434
13135050446,13135050434
13135050447,13135050422
13135050448,13135050422
13135050449,13135050419
13135050450,13135050419
13135050451,13135050417
13135050452,13135050417
13135050453,13135050424
13135050454,13135050424
13135050455,13135050418
13135050456,13135050417
13135050456,13135050418
13135050457,13135050415
13135050457,13135050429
13135050457,13135050714
13135050458,13135050429
13135050459,13135050410
13135050459,13135050432
13135050460,13135050410
13135050461,13135050428
13135050462,13135050428
13135050463,13089021806
13135050463,13089021809
13135050463,13135050431
13135050464,13089021806
13135050464,13135050431
13135050465,13089021912
13135050465,13135050426
13135050466,13089021912
13135050466,13135050426
13135050520,13135050520
13135050521,13135050521
13135050522,13135050522
13135050526,13135050526
13135050528,13135050528
13135050529,13135050529
13135050530,13135050530
13135050536,13135050536
13135050537,13135050537
13135050539,13135050539
13135050541,13135050541
13135050542,13135050542
13135050549,13135050549
13135050550,13135050531
13135050551,13135050531
13135050552,13135050538
13135050552,13135050540
13135050553,13135050538
13135050554,13135050533
13135050555,13135050533
13135050556,13135050534
13135050557,13135050534
13135050558,13135050535
13135050559,13135050535
13135050560,13135050511
13135050561,13135050215
13135050561,13135050511
13135050561,13135050535
13135050561,13135050537
13135050562,13135050511
13135050562,13135050536
13135050563,13135050523
13135050563,13135050527
13135050564,13135050523
13135050564,13135050540
13135050565,13135050525
13135050566,13135050525
13135050567,13135050532
13135050568,13135050532
13135050569,13135050545
13135050569,13135050546
13135050570,13135050545
13135050571,13135050545
13135050572,13135050527
13135050573,13135050527
13135050574,13135050540
13135050575,13135050540
13135050576,13135050524
13135050577,13135050524
13135050578,13135050523
13135050578,13135050527
13135050578,13135050547
13135050579,13135050528
13135050579,13135050547
13135050579,13135050548
13135050580,13135050543
13135050581,13135050543
13135050582,13135050548
13135050583,13135050548
13135050584,13135050548
13135050585,13135050546
13135050586,13135050546
13135050587,13135050546
13135050588,13135050546
13135050589,13135050544
13135050590,13135050544
13135050591,13135050544
13135050611,13135050208
13135050611,13135050605
13135050612,13135050547
13135050612,13135050605
13135050613,13135050605
13135050614,13135050605
13135050615,13135050609
13135050616,13135050609
13135050617,13135050609
13135050618,13135050610
13135050619,13135050610
13135050620,13135050610
13135050621,13135050610
13135050622,13013180104
13135050622,13013180108
13135050622,13135050608
13135050623,13135050608
13135050624,13135050608
13135050625,13135050608
13135050626,13135050608
13135050627,13135050607
13135050628,13135050607
13135050629,13135050607
13135050630,13135050607
13135050631,13135050105
13135050631,13135050606
13135050632,13135050606
13135050633,13135050605
13135050633,13135050606
13135050634,13135050606
13135050635,13135050606
13135050636,13135050606
13135050715,13135050715
13135050715,13135050725
13135050719,13135050719
13135050719,13135050725
13135050722,13135050722
13135050722,13135050723
13135050722,13135050728
13135050725,13135050725
13135050729,13135050729
13135050732,13135050709
13135050733,13135050709
13135050734,13135050416
13135050734,13135050709
13135050735,13135050731
13135050736,13135050728
13135050736,13135050731
13135050737,13135050728
13135050738,13135050728
13135050739,13135050722
13135050739,13135050728
13135050740,13135050727
13135050741,13135050727
13135050742,13135050727
13135050743,13135050726
13135050744,13135050726
13135050745,13135050724
13135050746,13135050724
13135050747,13135050724
13135050748,13135050724
13135050748,13135050731
13135050749,13135050723
13135050750,13135050415
13135050750,13135050723
13135050751,13135050730
13135050752,13135050730
13135050753,13135050721
